"RESPNUM"	"CCGID"	"TERM"	"STRATA"	"ATYPE"	"AIRLINE"	"DEST"	"GATENUM"	"INTDATE"	"Q1"	"Q2_1"	"Q2_2"	"Q2_3"	"Q2_4"	"Q2_5"	"Q2_6"	"Q3_1"	"Q3_2"	"Q3_3"	"Q3_4"	"Q3_5"	"Q3_6"	"Q3A"	"Q4A"	"Q4B"	"Q4C"	"Q5"	"Q5AVG"	"SAQ"	"Q6A"	"Q6B"	"Q6C"	"Q6D"	"Q6E"	"Q6F"	"Q6G"	"Q6H"	"Q6I"	"Q6J"	"Q6K"	"Q6L"	"Q6M"	"Q6N"	"Q7COM1"	"Q7COM2"	"Q7COM3"	"Q7A1"	"Q7A2"	"Q7A3"	"Q8A"	"Q8B"	"Q8C"	"Q8D"	"Q8E"	"Q8F"	"Q8COM1"	"Q8COM2"	"Q8COM3"	"Q9"	"Q9APOS1"	"Q9APOS2"	"Q9APOS3"	"Q9ANEG1"	"Q9ANEG2"	"Q9ANEG3"	"Q9ANTR1"	"Q9ANTR2"	"Q9ANTR3"	"Q10"	"Q11"	"Q11A1"	"Q11A2"	"Q11A3"	"Q12"	"Q13A"	"Q13B"	"Q13_COM"	"Q13COM1"	"Q13COM2"	"Q13COM3"	"Q14"	"Q14A"	"Q14A1"	"Q14A2"	"Q14A3"	"Q15"	"SFFLAG"	"COUNTRY"	"Q17"	"AGE"	"Q18"	"Q19"	"INC"	"MAIL"	"LANG"	"DESTMARK"	"DESTINATION"	"DESTGEO"	"WEIGHT"	"Location.1"	"Q7_text_All"
"3,229"	"1,419"	3	2	1	28	2	90	9	1	1	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	2	1	1	1	3	3	4	4	5	3	3	6	6	6	6	6	6	3	55	29	21	NA	NA	NA	3	6	6	6	4	2	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	2	3	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	12	3	29.5	1	NA	""	1	1	3	"ORLANDO"	2	1.592296	NA	" Information screens-Too small/not enough/lack information/displays change too rapidly  Restrooms-Not enough, not clean, missing amenities, too small, not enough hooks   Better services/amenities in other terminals than in this one"
"3,230"	"1,833"	1	1	1	29	2	30	5	2	1	2	8	NA	NA	NA	4	11	NA	NA	NA	NA	9	1	2	2	1	1	1	2	6	6	4	6	4	6	6	4	6	6	6	6	4	90	NA	NA	71	NA	NA	4	6	6	6	6	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	2	3	"125,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	" Security/Customs lines/procedures long/inefficient/ineffective  Need more artwork/exhibitions/change artwork more frequently"
"3,231"	"1,834"	1	1	1	29	2	30	5	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	2	2	3	4.5	1	4	4	3	3	3	2	4	4	4	4	5	4	4	NA	NA	NA	NA	55	21	NA	5	4	5	6	4	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	20	NA	NA	2	NA	NA	NA	NA	5	2	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	4	53	2	21	1	1	"25,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	" Information screens-Too small/not enough/lack information/displays change too rapidly  Better services/amenities in other terminals than in this one"
"3,232"	"1,835"	1	1	1	29	2	30	5	2	1	8	NA	NA	NA	NA	7	11	NA	NA	NA	NA	9	1	2	2	5	18.5	1	6	3	3	4	4	4	6	6	3	6	6	6	6	3	NA	NA	NA	NA	NA	NA	4	6	6	6	3	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	4	1	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	6	59.5	1	3	"125,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,233"	"1,836"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	1	2	2	1	3	3	4	2	2	3	3	3	6	6	6	6	6	3	NA	NA	NA	23	51	55	3	6	6	6	3	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	3	3	NA	NA	NA	NA	1	NA	13	NA	NA	4	3	62	3	29.5	2	2	"75,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	" Moving walkways/escalators/elevators not working/not enough/need upgrading   Signage inside airport confusing/small/hard to find gate or airline  Information screens-Too small/not enough/lack information/displays change too rapidly"
"3,234"	"1,837"	1	1	1	29	2	30	5	2	3	8	NA	NA	NA	NA	7	11	NA	NA	NA	NA	9	1	2	2	2	2	1	5	4	4	3	3	4	6	4	4	4	6	6	6	5	90	NA	NA	NA	NA	NA	4	6	6	6	3	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	62	NA	NA	NA	NA	""	1	1	3	"PHILADELPHIA"	2	1.013018	NA	" Security/Customs lines/procedures long/inefficient/ineffective"
"3,235"	"1,838"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	1	1	1	1	2	4	4	5	5	5	5	5	5	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	11	62	6	59.5	2	2	"75,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,236"	"1,839"	1	1	1	29	2	30	5	2	4	8	NA	NA	NA	NA	7	11	NA	NA	NA	NA	9	1	1	2	1	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	5	5	5	5	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	62	2	21	2	3	"125,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,237"	"1,840"	1	1	1	29	2	30	5	2	4	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	1	2	3	4.5	2	3	3	3	4	3	1	2	2	4	4	4	3	6	4	55	NA	NA	NA	NA	NA	3	3	3	3	3	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	3	3	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	62	2	21	2	1	"25,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	" Information screens-Too small/not enough/lack information/displays change too rapidly"
"3,238"	"1,841"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	8	11	NA	NA	NA	NA	9	1	1	1	1	1	2	4	4	4	4	4	4	4	4	4	5	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	4	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	4	8	NA	8	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	17	62	6	59.5	2	1	"25,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,239"	"1,842"	1	1	1	29	2	30	5	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	2	2	2	4	3	NA	5	5	3	3	6	3	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	4	3	62	5	49.5	1	2	"75,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,240"	"1,843"	1	1	1	29	2	30	5	2	1	8	NA	NA	NA	NA	8	11	NA	NA	NA	NA	9	1	1	1	1	1	2	3	2	2	3	2	2	6	6	3	3	6	3	6	3	1	29	55	NA	NA	NA	3	6	6	6	6	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	4	3	NA	NA	NA	NA	1	NA	1	11	NA	1	10	62	5	49.5	2	3	"125,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	" Food too expensive  Restrooms-Not enough, not clean, missing amenities, too small, not enough hooks   Information screens-Too small/not enough/lack information/displays change too rapidly"
"3,241"	"1,844"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	2	2	2	3	3	3	3	3	4	3	3	4	3	6	3	6	3	NA	NA	NA	NA	NA	NA	4	6	6	6	3	3	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	11	62	7	75	2	2	"75,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,242"	"1,845"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	7	11	NA	NA	NA	NA	9	1	2	2	1	1	2	3	6	4	4	4	4	4	4	4	6	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	62	5	49.5	2	3	"125,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,243"	"1,846"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	7	11	NA	NA	NA	NA	9	1	2	1	2	2	2	5	5	5	5	5	5	6	6	5	5	6	6	5	5	NA	NA	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	62	4	39.5	2	NA	""	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,244"	"1,847"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	8	11	NA	NA	NA	NA	9	1	1	1	1	1	2	4	6	NA	4	4	6	6	6	4	6	6	6	6	5	NA	NA	NA	NA	NA	NA	4	6	6	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	8	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	3	62	7	75	1	NA	""	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,245"	"1,848"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	8	11	NA	NA	NA	NA	9	1	1	1	3	4.5	2	5	4	3	3	3	3	6	6	5	5	6	6	6	4	NA	NA	NA	NA	NA	NA	5	5	6	6	3	2	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	12	10	NA	5	4	4	NA	14	NA	NA	2	NA	NA	NA	NA	1	1	62	4	39.5	1	4	"175,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,246"	"1,849"	1	1	1	29	2	30	5	2	4	8	NA	NA	NA	NA	1	9	11	NA	NA	NA	NA	1	1	1	1	1	2	5	5	5	5	5	5	5	5	5	5	5	NA	4	5	NA	NA	NA	NA	NA	NA	5	NA	5	5	5	5	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	1	2	"75,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,247"	"1,850"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	1	1	1	1	2	6	4	3	4	4	3	3	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	4	6	6	6	4	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	55	2	21	2	1	"25,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,248"	"1,851"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	1	1	1	1	2	6	3	3	4	6	4	3	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	4	2	NA	5	5	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	55	2	21	1	1	"25,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,249"	"1,852"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	8	11	NA	NA	NA	NA	9	1	2	1	3	4.5	2	4	3	3	4	4	4	6	6	5	4	6	4	6	NA	40	NA	NA	NA	NA	NA	5	4	6	6	4	5	NA	NA	NA	5	6	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	13	62	6	59.5	2	4	"175,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	" General positive comments about SFO"
"3,250"	"1,853"	1	1	1	29	2	30	5	2	6	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	2	2	1	1	2	6	NA	3	4	4	4	5	4	3	3	4	6	2	4	NA	NA	NA	NA	NA	NA	4	4	4	4	4	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	19	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	20	5	49.5	1	2	"75,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,251"	"1,854"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	1	3	4.5	2	6	3	3	5	5	5	5	5	4	4	6	6	6	4	NA	NA	NA	NA	NA	NA	5	6	6	6	3	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	5	3	NA	NA	NA	NA	2	NA	NA	NA	NA	1	13	62	6	59.5	2	3	"125,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,252"	"1,855"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	2	2	1	1	2	3	4	3	4	4	3	3	3	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	5	5	5	5	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	53	3	29.5	2	NA	""	1	2	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,253"	"1,856"	1	1	1	29	2	30	5	2	7	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	2	1	1	1	2	6	4	3	3	3	3	6	6	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	5	6	6	6	4	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	53	3	29.5	1	1	"25,000"	1	1	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,254"	"1,857"	1	1	1	29	2	30	5	2	2	8	NA	NA	NA	NA	8	11	NA	NA	NA	NA	9	1	2	1	1	1	2	6	3	3	3	3	3	3	3	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	5	6	6	6	4	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	53	3	29.5	2	1	"25,000"	1	2	3	"PHILADELPHIA"	2	1.013018	NA	""
"3,255"	"1,398"	3	2	1	24	2	77	4	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	2	2	1	1	1	1	3	3	6	5	5	5	6	6	6	6	5	6	6	4	40	39	NA	NA	NA	NA	4	6	4	6	6	4	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	9	5	5	NA	14	NA	NA	2	NA	NA	NA	NA	2	4	62	6	59.5	2	4	"175,000"	1	1	2	"AUSTIN"	3	1.592296	NA	" General positive comments about SFO  Other Facilities Needed-children’s play areas, garden area, sleeping area, showers, business lounges, lockers, pet area, toiletries for sale in restrooms, food/water/soda vending machines, hot water/ice available everywhere"
"3,256"	"1,399"	3	2	1	24	2	77	4	2	2	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	1	1	2	1	1	1	5	6	5	5	5	5	6	6	5	6	3	6	5	4	34	99	NA	NA	NA	NA	5	6	5	5	6	5	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	1	5	6	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	3	29.5	2	2	"75,000"	1	1	2	"AUSTIN"	3	1.592296	NA	" Rental Car center too far away/difficult to get to/confusing/employees rude  Need more/other security measures (local security, more at night, cameras, lighting, etc.)"
"3,257"	"1,400"	3	2	1	24	2	77	4	2	1	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	1	1	1	4	9.5	1	3	3	3	3	3	4	6	6	3	6	3	6	6	3	50	93	99	NA	NA	NA	4	6	5	6	4	4	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	1	3	5	NA	NA	6	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	12	62	5	49.5	2	2	"75,000"	1	1	2	"AUSTIN"	3	1.592296	NA	" Signage outside airport confusing/hard to get to airport/difficult to find correct terminal  Bart/ground transportation Neg comment  Need more/other security measures (local security, more at night, cameras, lighting, etc.)"
"3,258"	"1,401"	3	2	1	24	2	77	4	1	1	8	NA	NA	NA	NA	3	11	NA	NA	NA	NA	9	1	2	1	2	2	1	5	3	4	5	4	4	5	5	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	3	6	6	6	3	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	11	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	3	4	32	5	49.5	1	2	"75,000"	1	1	2	"AUSTIN"	3	1.592296	NA	""
"3,259"	"1,402"	3	2	1	24	2	77	4	2	2	8	NA	NA	NA	NA	7	11	NA	NA	NA	NA	9	1	2	1	2	2	1	6	3	3	4	4	4	6	6	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	3	6	6	6	3	3	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	5	49.5	2	3	"125,000"	1	1	2	"AUSTIN"	3	1.592296	NA	""
"3,260"	"1,772"	3	1	1	8	1	60	4	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	1	2	1	1	1	6	6	5	3	3	3	6	4	4	3	6	6	6	4	9	51	NA	NA	NA	NA	4	6	6	6	6	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	10	62	4	39.5	1	3	"125,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	" Need Starbucks/Peets/coffee house type restaurants (both before and after security)   Signage inside airport confusing/small/hard to find gate or airline"
"3,261"	"1,773"	3	1	1	8	1	60	4	2	3	8	NA	NA	NA	NA	6	11	NA	NA	NA	NA	9	1	1	1	1	1	1	6	4	4	5	5	4	6	6	6	6	6	6	6	3	NA	NA	NA	NA	NA	NA	5	6	6	6	5	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	8	3	29.5	2	1	"25,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	""
"3,262"	"1,774"	3	1	1	8	1	60	4	2	2	8	NA	NA	NA	NA	7	11	NA	NA	NA	NA	9	1	2	1	1	1	1	6	3	4	4	4	6	6	6	6	6	6	6	6	3	95	NA	NA	NA	NA	NA	5	6	6	6	4	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	29	3	29.5	2	1	"25,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	" Airlines neg comment"
"3,263"	"1,775"	3	1	1	8	1	60	4	2	2	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	2	1	1	3	4.5	2	4	4	4	4	NA	5	4	4	5	5	6	6	6	4	NA	NA	NA	NA	NA	NA	5	5	6	6	5	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	1	13	62	6	59.5	1	2	"75,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	""
"3,264"	"1,776"	3	1	1	8	1	60	4	2	1	8	NA	NA	NA	NA	1	11	NA	NA	NA	NA	1	2	1	2	3	4.5	2	3	3	3	3	3	3	3	4	4	4	NA	3	2	3	30	21	55	NA	NA	NA	4	4	6	4	4	4	NA	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	3	3	NA	1	NA	NA	2	NA	NA	NA	NA	1	10	62	4	39.5	2	4	"175,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	" Facilities need upgrading/airport looks old/outdated  Better services/amenities in other terminals than in this one  Information screens-Too small/not enough/lack information/displays change too rapidly"
"3,265"	"1,777"	3	1	1	8	1	60	4	2	2	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	NA	NA	1	1	1	2	6	3	3	5	4	5	6	6	4	6	6	6	6	4	31	30	NA	NA	NA	NA	5	6	6	6	5	5	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	62	6	59.5	2	2	"75,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	" Airport is crowded/More seating needed  Facilities need upgrading/airport looks old/outdated"
"3,266"	"1,778"	3	1	1	8	1	60	4	2	2	8	NA	NA	NA	NA	7	11	NA	NA	NA	NA	9	1	2	2	4	9.5	2	4	3	3	4	4	3	3	3	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	3	3	3	3	3	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	10	4	39.5	1	2	"75,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	""
"3,267"	"1,779"	3	1	1	8	1	60	4	2	2	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	1	2	2	1	1	2	6	6	6	3	3	4	6	4	6	6	6	6	6	4	NA	NA	NA	NA	NA	NA	4	3	6	6	6	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	3	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	47	2	21	2	1	"25,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	""
"3,268"	"1,780"	3	1	1	8	1	60	4	2	1	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	2	1	2	6	36	2	4	3	3	3	3	3	2	2	4	4	4	6	6	3	30	29	NA	NA	NA	NA	4	4	5	6	4	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	62	5	49.5	1	4	"175,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	" Facilities need upgrading/airport looks old/outdated  Restrooms-Not enough, not clean, missing amenities, too small, not enough hooks "
"3,269"	"1,781"	3	1	1	8	1	60	4	2	3	8	NA	NA	NA	NA	2	11	NA	NA	NA	NA	9	1	2	2	1	1	2	6	4	4	5	4	4	4	4	5	5	6	6	6	4	95	55	90	NA	NA	NA	5	4	6	6	6	6	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	5	5	NA	16	NA	NA	2	NA	NA	NA	NA	2	4	24	6	59.5	1	NA	""	1	1	4	"LOS ANGELES"	1	1.592296	NA	" Airlines neg comment  Information screens-Too small/not enough/lack information/displays change too rapidly  Security/Customs lines/procedures long/inefficient/ineffective"
"3,270"	"1,782"	3	1	1	8	1	60	4	2	2	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	1	2	2	1	1	2	6	6	6	4	5	5	5	5	6	6	6	6	6	5	NA	NA	NA	NA	NA	NA	5	6	6	6	6	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	5	4	4	NA	NA	NA	NA	2	NA	NA	NA	NA	2	4	47	2	21	2	1	"25,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	""
"3,271"	"1,783"	3	1	1	8	1	60	4	2	1	8	NA	NA	NA	NA	9	11	NA	NA	NA	NA	9	2	2	1	3	4.5	2	6	3	2	3	3	2	2	2	4	6	4	6	3	3	NA	NA	NA	NA	NA	NA	4	6	4	2	3	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	5	NA	NA	NA	NA	NA	""	1	1	4	"LOS ANGELES"	1	1.592296	NA	""
"3,272"	"1,784"	3	1	1	8	1	60	4	2	2	8	NA	NA	NA	NA	5	11	NA	NA	NA	NA	9	2	1	1	2	2	2	1	2	2	1	3	1	2	2	6	6	4	6	6	3	51	54	71	NA	NA	NA	3	6	5	6	4	4	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	1	5	11	NA	NA	12	3	NA	NA	10	NA	NA	2	NA	NA	NA	NA	2	4	19	5	49.5	1	2	"75,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	" Signage inside airport confusing/small/hard to find gate or airline  Information booth not staffed/personnel unhelpful/not knowledgeable  Need more artwork/exhibitions/change artwork more frequently"
"3,273"	"1,785"	3	1	1	8	1	60	4	2	2	8	NA	NA	NA	NA	4	11	NA	NA	NA	NA	9	3	2	1	1	1	1	6	5	4	1	4	2	6	3	NA	NA	NA	NA	NA	NA	55	54	51	NA	NA	NA	4	1	6	6	3	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	12	2	4	NA	NA	NA	NA	1	NA	3	NA	NA	2	4	62	4	39.5	1	1	"25,000"	1	1	4	"LOS ANGELES"	1	1.592296	NA	" Information screens-Too small/not enough/lack information/displays change too rapidly  Information booth not staffed/personnel unhelpful/not knowledgeable  Signage inside airport confusing/small/hard to find gate or airline"
